,exon_skipping,alternative_donor_site,alternative_acceptor_site,intron_retention,mutually_exclusive_exon,alternative_first_exon,alternative_last_exon,mutually_exclusive_exon-alternative_first_exon,mutually_exclusive_exon-alternative_last_exon
GO:0032387,0,0,0,0,0,0,2,0,0
GO:0032386,2,0,0,0,0,1,3,0,0
GO:0031401,4,1,0,0,0,1,3,0,0
GO:0030336,1,1,0,0,0,0,3,0,0
GO:0010634,1,0,0,0,0,0,1,0,0
GO:0010633,1,0,0,0,0,0,2,0,0
GO:0010632,1,0,0,0,0,0,2,0,0
GO:0010596,1,0,0,0,0,0,2,0,0
GO:0010595,1,0,0,0,0,0,1,0,0
GO:0010594,1,0,0,0,0,0,2,0,0
GO:0008015,1,0,0,1,0,0,1,0,0
GO:0007229,0,0,1,0,0,0,0,0,0
GO:0003018,1,0,0,1,0,0,1,0,0
GO:0002040,1,0,0,0,0,0,1,0,0
GO:0001944,1,0,0,0,0,0,1,0,0
GO:0001934,4,1,0,0,0,1,3,0,0
GO:0001568,1,0,0,0,0,0,1,0,0
GO:0001525,1,0,0,0,0,0,1,0,0
GO:0005813,7,0,1,0,0,4,7,3,8
GO:0034451,2,0,0,0,0,1,3,0,0
GO:0001726,0,0,0,0,0,1,1,0,0
GO:0008175,0,0,0,0,0,0,1,0,0
GO:0030488,0,0,0,0,0,0,1,0,0
GO:0002020,1,0,0,0,0,0,0,0,0
GO:0042274,1,0,0,0,0,0,1,0,0
GO:0030490,1,0,0,0,0,0,1,0,0
GO:0080134,6,1,0,0,0,3,2,2,1
GO:0032101,5,2,0,0,0,0,4,2,0
GO:0031347,3,0,0,0,0,0,1,2,0
GO:0032103,3,2,0,0,0,0,3,1,0
GO:0043254,3,0,0,0,0,0,2,0,2
GO:0002831,3,0,0,0,0,0,1,2,0
GO:0014070,8,3,1,0,0,5,5,0,0
GO:0031349,2,0,0,0,0,0,1,1,0
GO:0002833,1,0,0,0,0,0,0,1,0
GO:0045088,3,0,0,0,0,0,1,2,0
GO:0031348,2,0,0,0,0,0,1,1,0
GO:0071407,4,2,1,0,0,2,3,0,0
GO:0032102,2,1,0,0,0,0,2,1,0
GO:0045089,1,0,0,0,0,0,0,1,0
GO:0001817,2,3,0,1,0,0,2,1,0
GO:0002832,1,0,0,0,0,0,1,0,0
GO:0001819,1,3,1,0,0,0,2,0,0
GO:0043122,2,1,0,0,0,1,1,1,0
GO:0043124,1,0,0,0,0,1,0,1,0
GO:1990904,4,0,0,0,0,3,2,0,2
GO:0030684,1,0,0,0,0,1,1,0,0
GO:0030688,1,0,0,0,0,1,1,0,0
GO:0000287,2,0,0,0,0,1,2,1,0
GO:1901681,1,0,0,0,0,0,1,0,0
GO:0015631,2,1,0,0,0,3,2,3,5
GO:0008047,1,1,0,0,0,2,1,3,5
GO:2001056,2,0,0,0,0,0,2,0,2
GO:2000116,2,0,0,0,0,0,2,0,2
GO:1904951,2,0,0,0,0,0,1,1,0
GO:1903829,2,0,0,0,0,0,1,1,0
GO:0090316,1,0,0,0,0,0,1,0,0
GO:0090200,1,0,0,0,0,0,1,0,0
GO:0090199,1,0,0,0,0,0,1,0,0
GO:0071560,2,0,1,0,0,0,1,0,0
GO:0071559,2,0,1,0,0,0,1,0,0
GO:0052548,2,0,0,0,0,0,2,0,2
GO:0052547,2,0,0,0,0,0,2,0,2
GO:0051345,3,0,0,0,0,0,3,0,2
GO:0051222,2,0,0,0,0,0,1,1,0
GO:0051130,7,0,0,0,0,0,5,0,2
GO:0045862,5,0,0,0,0,0,3,0,3
GO:0043281,2,0,0,0,0,0,2,0,2
GO:0043280,2,0,0,0,0,0,2,0,2
GO:0043068,3,0,0,0,0,1,2,0,2
GO:0043065,2,0,0,0,0,1,1,0,0
GO:0032388,1,0,0,0,0,0,1,0,0
GO:0010952,2,0,0,0,0,0,2,0,2
GO:0010950,2,0,0,0,0,0,2,0,2
GO:0010942,3,0,0,0,0,1,2,0,2
GO:0010822,1,0,0,0,0,0,1,0,0
GO:0010821,2,0,0,0,0,0,1,0,0
GO:0010638,4,0,0,0,0,0,2,0,0
GO:0012501,10,1,1,0,0,0,9,0,1
GO:0008219,10,1,1,0,0,0,9,0,1
GO:0006915,9,0,1,0,0,0,9,0,1
GO:0097190,6,0,0,0,0,1,8,0,0
GO:0009628,6,2,0,0,0,1,7,0,0
GO:0071496,1,0,0,0,0,2,0,1,0
GO:0104004,2,1,0,0,0,0,2,0,0
GO:0071214,2,1,0,0,0,0,2,0,0
GO:0006952,9,2,1,0,0,1,4,1,0
GO:0097193,4,0,0,0,0,2,5,0,0
GO:0043123,1,1,0,0,0,0,1,0,0
GO:0034976,1,1,0,0,0,0,1,0,0
GO:0017171,3,0,1,0,0,0,0,0,0
GO:0008236,2,0,1,0,0,0,0,0,0
GO:0004175,3,0,0,0,0,0,5,0,0
GO:0005768,6,2,1,0,0,2,1,3,1
GO:0098857,3,0,0,0,0,1,1,0,2
GO:0045121,3,0,0,0,0,1,1,0,2
GO:0043202,2,0,0,0,0,0,0,0,0
GO:0055037,1,1,1,0,0,1,0,2,1
GO:0005126,1,0,0,0,0,1,1,0,0
GO:0032813,0,0,0,0,0,1,0,0,0
GO:0005125,3,0,0,0,0,0,2,0,0
GO:0008509,0,0,0,0,0,0,0,0,1
GO:0005253,0,0,0,0,0,0,0,0,1
GO:0006811,2,0,0,0,0,2,4,1,1
GO:0034220,1,0,0,0,0,0,2,1,0
GO:0098660,1,1,1,0,0,2,1,1,0
GO:0006820,1,0,0,0,0,0,0,0,0
GO:0098542,3,1,0,0,0,0,3,1,0
GO:0051702,1,0,0,0,0,0,1,0,0
GO:0045087,0,1,0,0,0,0,2,0,0
GO:0044403,2,0,0,0,0,0,2,0,0
GO:0015698,1,0,0,0,0,0,0,0,0
GO:0006821,1,0,0,0,0,0,0,0,0
GO:0072562,1,0,0,0,0,0,2,0,0
GO:0015031,3,1,1,0,0,1,2,0,1
GO:0051649,16,3,4,0,0,2,8,0,2
GO:0046907,8,2,2,0,0,1,5,0,2
GO:0006886,3,1,0,0,0,0,2,0,0
GO:0072329,5,0,0,0,0,2,2,0,0
GO:0044242,3,0,0,0,0,1,2,0,0
GO:0009062,2,0,0,0,0,0,1,0,0
GO:0034440,1,0,0,0,0,0,1,0,0
GO:0019395,1,0,0,0,0,0,1,0,0
GO:0042579,4,0,0,0,0,0,1,0,0
GO:0005777,4,0,0,0,0,0,1,0,0
GO:0031907,2,0,0,0,0,0,1,0,0
GO:0005782,2,0,0,0,0,0,1,0,0
GO:0062012,5,1,0,0,0,0,3,1,0
GO:0010565,3,0,0,0,0,0,2,1,0
GO:0006397,2,1,1,0,0,4,2,0,2
GO:0008380,1,1,1,0,0,0,1,0,1
GO:0000377,1,1,1,0,0,0,1,0,1
GO:0000375,1,1,1,0,0,0,1,0,1
GO:0000398,1,1,1,0,0,0,1,0,1
GO:1903507,9,1,2,0,0,4,5,2,3
GO:1902679,9,0,2,0,0,4,5,2,3
GO:0045892,9,1,2,0,0,4,5,2,3
GO:0016746,1,0,0,0,0,0,0,0,0
GO:0016747,1,0,0,0,0,0,0,0,0
GO:0010485,0,0,0,1,0,0,0,0,0
GO:0006325,4,0,0,0,0,1,3,0,2
GO:0006338,3,0,0,0,0,1,3,0,1
GO:0051276,3,0,0,0,0,0,2,0,1
GO:0071824,2,0,0,0,0,2,2,0,0
GO:0065004,2,0,0,0,0,2,2,0,0
GO:0034728,2,0,0,0,0,1,2,0,0
GO:0006334,2,0,0,0,0,1,2,0,0
GO:0000781,3,0,0,0,0,1,2,0,0
GO:0005509,2,0,1,1,1,0,0,0,0
GO:0051282,1,0,0,0,0,0,0,0,0
GO:0043269,3,2,0,0,0,1,4,1,0
GO:0010959,2,2,0,0,0,1,4,1,0
GO:1904062,2,2,0,0,0,1,3,1,0
GO:0034765,2,2,0,0,0,1,3,1,0
GO:1904063,0,1,0,0,0,0,1,0,0
GO:0043271,0,1,0,0,0,0,1,0,0
GO:0034766,0,1,0,0,0,0,1,0,0
GO:0034763,1,1,0,1,0,0,2,0,0
GO:0032413,0,1,0,0,0,0,1,0,0
GO:0032410,0,1,0,0,0,0,1,0,0
GO:0008017,1,0,0,0,0,2,1,0,0
GO:0016893,0,0,0,0,0,1,0,0,0
GO:0016891,0,0,0,0,0,2,0,0,0
GO:0004549,0,0,0,0,0,1,0,0,0
GO:0004526,0,0,0,0,0,1,0,0,0
GO:0004521,0,0,0,0,0,1,0,0,0
GO:0140053,0,0,0,0,0,1,1,0,0
GO:0000959,0,0,0,0,0,1,0,0,0
GO:0000963,0,0,0,0,0,1,0,0,0
GO:0090646,0,0,0,0,0,1,0,0,0
GO:0000966,1,0,0,0,0,1,1,0,0
GO:0099116,0,0,0,0,0,1,0,0,0
GO:0097745,0,0,0,0,0,1,0,0,0
GO:0000964,0,0,0,0,0,1,0,0,0
GO:0098798,0,0,0,0,0,1,0,0,1
GO:1902555,0,0,0,0,0,1,0,0,0
GO:0030678,0,0,0,0,0,1,0,0,0
GO:0030677,0,0,0,0,0,1,0,0,0
GO:0046332,2,0,1,0,0,0,1,0,0
GO:0044389,1,0,0,0,0,2,1,0,1
GO:0031625,1,0,0,0,0,2,1,0,1
GO:0005160,1,0,0,0,0,0,1,0,0
GO:0034713,1,0,0,0,0,0,1,0,0
GO:1990756,1,0,0,0,0,0,0,1,0
GO:0140767,1,0,0,0,0,0,0,1,0
GO:0060090,2,0,0,0,0,1,1,2,1
GO:0030674,1,0,0,0,0,0,0,2,0
GO:0090092,2,0,0,0,0,0,2,0,0
GO:0060390,1,0,0,0,0,0,1,0,0
GO:1903844,2,0,0,0,0,0,2,0,0
GO:0017015,2,0,0,0,0,0,2,0,0
GO:0000122,4,0,1,0,0,4,4,1,3
GO:0045732,3,0,0,0,0,0,1,0,1
GO:0034330,3,0,0,0,0,0,1,1,0
GO:2000060,3,0,0,0,0,0,1,0,1
GO:1903052,3,0,0,0,0,0,1,0,1
GO:1901800,3,0,0,0,0,0,1,0,1
GO:0033135,1,0,0,0,0,0,1,0,0
GO:0032436,3,0,0,0,0,0,1,0,1
GO:0034329,1,0,0,0,0,0,0,1,0
GO:0045216,2,0,0,0,0,0,1,1,0
GO:0010717,1,0,0,0,0,0,1,0,0
GO:0042391,2,1,0,0,0,1,2,0,0
GO:0043433,1,0,0,0,0,0,1,1,0
GO:0033137,0,0,0,0,0,0,1,0,0
GO:0007043,1,0,0,0,0,0,0,1,0
GO:0070161,3,0,1,0,0,2,2,0,0
GO:0005912,0,0,1,0,0,0,0,0,0
GO:0005911,1,0,1,0,0,0,0,0,0
GO:0001650,0,0,1,0,0,1,1,1,0
GO:0008374,0,0,0,0,0,1,0,0,0
GO:0016411,0,0,0,0,0,1,0,0,0
GO:0048193,1,0,0,0,0,0,0,0,2
GO:0006892,1,0,0,0,0,0,0,0,1
GO:0042581,0,0,0,0,0,0,1,0,0
GO:0035579,0,0,0,0,0,0,1,0,0
GO:0030667,1,1,0,0,0,0,3,0,0
GO:0010008,2,1,1,0,0,1,0,1,1
GO:0043292,1,0,0,0,0,1,1,0,0
GO:0030017,0,0,0,0,0,0,1,0,0
GO:0030016,0,0,0,0,0,0,1,0,0
GO:0045171,1,0,0,0,0,0,0,0,0
GO:0005793,1,0,0,0,0,1,1,0,0
GO:0016779,0,0,1,0,0,0,0,0,0
GO:1990234,8,2,0,0,0,3,5,0,2
GO:0061695,4,1,0,0,0,2,4,0,1
GO:0030880,2,0,0,0,0,2,2,0,0
GO:0000428,2,0,0,0,0,2,2,0,0
GO:0055029,2,0,0,0,0,2,2,0,0
GO:0070412,1,0,1,0,0,0,0,0,0
GO:0031901,1,0,0,0,0,0,0,0,1
GO:0005769,2,3,1,0,0,0,0,0,1
GO:0008237,1,0,0,0,0,0,2,0,0
GO:0042180,2,0,0,0,0,0,3,0,0
GO:0042908,0,0,1,0,0,0,0,0,0
GO:0045178,0,0,0,0,0,0,0,1,0
GO:0009925,0,0,0,0,0,0,0,1,0
GO:1905952,0,1,0,1,0,0,0,0,0
GO:0055088,2,0,0,0,0,0,1,1,0
GO:0032368,0,1,1,0,0,3,0,0,0
GO:0006643,7,0,0,0,0,0,1,0,2
GO:0032088,1,0,0,0,0,0,0,1,0
GO:0048872,2,0,0,0,0,0,0,0,0
GO:1901028,1,0,0,0,0,0,0,0,0
GO:0097191,3,0,0,0,0,0,4,0,0
GO:0090559,1,0,0,0,0,0,0,0,0
GO:0071887,1,0,1,0,0,1,1,0,0
GO:0046902,1,0,0,0,0,0,0,0,0
GO:0007006,2,0,0,0,0,1,0,0,0
GO:0007005,5,0,1,0,0,2,2,0,0
GO:0006839,1,0,0,0,0,0,0,0,0
GO:0006310,2,0,0,0,0,2,2,0,0
GO:0000339,0,1,1,0,0,0,0,0,0
GO:0043604,3,0,0,0,0,2,2,0,0
GO:0034645,3,1,0,0,0,1,3,0,1
GO:0043043,2,0,0,0,0,1,1,0,0
GO:0006518,2,0,0,0,0,1,2,0,0
GO:0006412,2,0,0,0,0,1,1,0,0
GO:0002181,1,0,0,0,0,1,0,0,0
GO:0034250,1,0,0,0,0,0,0,1,0
GO:0046942,3,0,0,0,0,1,1,1,1
GO:0015718,1,0,0,0,0,1,1,0,0
GO:0060548,9,0,1,0,0,0,1,0,2
GO:0043069,9,0,1,0,0,0,1,0,2
GO:0043066,9,0,1,0,0,0,1,0,2
GO:0072311,1,0,0,0,0,0,0,0,0
GO:0072310,1,0,0,0,0,0,0,0,0
GO:0072112,1,0,0,0,0,0,0,0,0
GO:0072073,1,0,1,0,0,0,0,0,0
GO:0072015,1,0,0,0,0,0,0,0,0
GO:0072010,1,0,0,0,0,0,0,0,0
GO:0072009,1,0,1,0,0,0,0,0,0
GO:0072006,1,0,1,0,0,0,0,0,0
GO:0072001,1,0,0,0,0,0,1,0,0
GO:0061318,1,0,0,0,0,0,0,0,0
GO:0061005,1,0,0,0,0,0,0,0,0
GO:0035850,1,0,0,0,0,0,0,0,0
GO:0032835,1,0,0,0,0,0,0,0,0
GO:0001822,1,0,0,0,0,0,0,0,0
GO:1903509,2,0,0,0,0,0,1,0,0
GO:0006664,2,0,0,0,0,0,1,0,0
GO:0006687,2,0,0,0,0,0,1,0,0
GO:0006665,6,0,0,0,0,0,1,0,1
GO:0046467,1,0,0,0,0,0,0,0,1
GO:0030148,1,0,0,0,0,0,0,0,1
GO:0044262,0,0,1,0,0,2,1,0,0
GO:0016051,0,0,0,0,0,0,0,0,1
GO:0044264,0,0,1,0,0,0,1,0,0
GO:0005976,0,0,1,0,0,0,1,0,0
GO:0044042,0,0,1,0,0,0,1,0,0
GO:0006073,0,0,1,0,0,0,1,0,0
GO:0006091,1,0,1,0,0,0,1,0,0
GO:0015980,1,0,1,0,0,0,1,0,0
GO:0006112,0,0,1,0,0,0,1,0,0
GO:0005977,0,0,1,0,0,0,1,0,0
GO:0140104,0,0,0,0,0,0,1,0,0
GO:0051169,3,1,1,0,0,1,3,0,0
GO:0051168,2,1,1,0,0,2,2,0,0
GO:0006913,3,1,1,0,0,1,3,0,0
GO:0006611,1,0,0,0,0,0,1,0,0
GO:0030036,2,2,1,0,0,3,1,0,0
GO:0030029,6,2,3,0,0,3,1,0,0
GO:0097435,0,2,0,0,0,2,1,0,0
GO:0007015,0,2,0,0,0,1,1,0,0
GO:2001233,1,0,0,0,0,1,1,0,0
GO:2001234,1,0,0,0,0,0,0,0,0
GO:2001236,0,0,0,0,0,0,1,0,0
GO:0003823,1,0,0,0,0,0,1,0,0
GO:0051082,1,0,0,0,0,0,0,0,0
GO:0030139,0,0,0,0,0,0,1,0,0
GO:0030666,0,0,0,0,0,0,1,0,0
GO:0005096,0,1,0,0,0,2,0,3,5
GO:0007186,0,0,0,0,0,2,1,2,1
GO:0043177,1,0,0,0,0,0,0,1,0
GO:0031406,1,0,0,0,0,0,0,1,0
GO:0033293,1,0,0,0,0,0,0,1,0
GO:0005231,1,1,0,0,0,0,1,0,0
GO:0036260,1,0,0,0,0,0,1,0,0
GO:0034708,1,0,0,0,0,0,0,0,1
GO:0034518,0,1,1,0,0,0,0,0,0
GO:0140030,0,0,0,0,0,0,1,0,0
GO:0042393,0,0,0,0,0,0,1,0,0
GO:0140034,0,0,0,0,0,0,1,0,0
GO:0035064,0,0,0,0,0,0,1,0,0
GO:0005938,1,1,2,0,0,1,3,1,0
GO:0032156,1,1,2,0,0,1,3,1,0
GO:0000793,4,0,1,0,0,0,1,0,0
GO:0000779,3,0,0,0,0,0,1,0,0
GO:0000776,3,0,0,0,0,0,1,0,0
GO:0005770,4,1,1,0,0,0,0,0,1
GO:0051960,2,0,0,0,0,3,0,0,0
GO:0050767,2,0,0,0,0,3,0,0,0
GO:0016052,1,0,0,0,0,2,1,0,0
GO:0044275,0,0,0,0,0,1,0,0,0
GO:0009313,1,0,0,0,0,0,1,0,0
GO:0009311,1,0,0,0,0,1,1,0,0
GO:0017124,1,0,0,0,0,0,0,0,0
GO:0030055,1,0,0,0,0,1,1,0,0
GO:0005925,1,0,0,0,0,1,1,0,0
GO:0005085,3,1,0,0,0,1,1,1,0
GO:0140597,0,0,0,0,0,0,1,0,0
GO:0042060,2,0,0,0,0,0,2,0,0
GO:0098609,0,1,0,0,0,0,1,0,1
GO:0050817,1,0,0,0,0,0,1,0,0
GO:0034109,0,0,0,0,0,0,0,0,1
GO:0007599,1,0,0,0,0,0,1,0,0
GO:0007596,1,0,0,0,0,0,1,0,0
GO:0008543,1,0,0,0,0,0,2,0,0
GO:0016607,3,0,0,0,0,0,2,0,0
GO:0016859,1,0,0,0,0,0,0,0,0
GO:0003755,1,0,0,0,0,0,0,0,0
GO:0016279,0,0,0,0,0,0,0,0,1
GO:0016278,0,0,0,0,0,0,0,0,1
GO:0006721,3,1,0,0,0,3,0,0,0
GO:0006720,2,0,0,0,0,1,0,0,0
GO:0004252,1,0,0,0,0,0,2,0,0
GO:0003682,2,0,0,0,0,0,1,1,0
GO:0009791,2,1,0,0,0,0,2,0,2
GO:0048569,0,0,0,0,0,0,1,0,0
GO:0048729,2,0,0,0,0,3,2,1,0
GO:0016482,1,0,0,0,0,0,0,0,1
GO:0050864,1,0,0,0,0,0,1,0,0
GO:0050871,1,0,0,0,0,0,1,0,0
GO:0008154,0,1,0,0,0,0,1,0,0
GO:0080135,2,1,0,0,0,0,1,0,1
GO:2001244,1,0,0,0,0,1,1,0,0
GO:2001242,1,0,0,0,0,1,2,0,0
GO:2001235,2,0,0,0,0,1,2,0,0
GO:0071396,3,1,0,0,0,0,3,1,0
GO:0048545,3,0,0,0,0,3,1,0,0
GO:0033993,7,2,0,0,0,3,7,1,0
GO:0031334,3,0,0,0,0,0,2,0,2
GO:0008630,4,0,0,0,0,0,5,0,0
GO:0031968,1,0,0,0,0,0,0,1,0
GO:0019867,1,0,0,0,0,0,0,1,0
GO:1902742,0,0,1,0,0,0,0,0,0
GO:1901216,1,0,0,0,0,0,1,0,0
GO:1901214,4,1,0,0,0,0,3,0,1
GO:0051712,1,0,0,0,0,0,1,0,2
GO:0051709,1,0,0,0,0,0,1,0,2
GO:0051701,1,0,0,0,0,0,1,0,0
GO:0048638,1,1,1,0,0,0,1,0,0
GO:0048563,0,0,0,0,0,0,1,0,0
GO:0048538,2,0,0,0,0,0,0,0,0
GO:0048534,2,0,0,0,0,0,0,0,0
GO:0048232,6,0,0,0,0,2,4,1,0
GO:0048066,0,0,1,0,0,1,1,0,1
GO:0045787,3,1,0,0,0,1,2,0,0
GO:0043583,3,0,0,0,0,1,0,0,1
GO:0043525,1,0,0,0,0,0,1,0,0
GO:0043523,4,1,0,0,0,0,3,0,1
GO:0043473,0,0,1,0,0,1,1,0,1
GO:0040008,7,2,1,0,0,1,5,0,1
GO:0035821,1,0,0,0,0,0,1,0,2
GO:0031343,1,0,1,0,0,0,1,0,2
GO:0031341,1,0,1,0,0,0,1,0,0
GO:0030879,1,0,0,0,0,0,1,0,0
GO:0009886,0,0,0,0,0,0,1,0,0
GO:0008637,1,0,0,0,0,0,1,0,0
GO:0007283,6,0,0,0,0,2,4,1,0
GO:0002520,2,0,0,0,0,0,0,0,0
GO:0001701,1,0,1,0,0,1,0,0,0
GO:0007178,2,0,1,0,0,0,1,0,0
GO:0032496,1,0,0,0,0,0,0,1,0
GO:0002237,1,0,0,0,0,0,0,1,0
GO:1905314,1,0,0,0,0,0,1,0,0
GO:0045444,2,0,0,0,0,0,0,0,0
GO:0009953,1,0,0,0,0,0,0,0,1
GO:0009880,1,0,0,0,0,0,1,1,1
GO:0009798,1,0,0,0,0,0,0,0,1
GO:0003180,1,0,0,0,0,0,1,0,0
GO:0003179,1,0,0,0,0,0,1,0,0
GO:0003176,1,0,0,0,0,0,1,0,0
GO:0003170,1,0,0,0,0,0,1,0,0
GO:0000578,0,0,0,0,0,0,0,0,1
GO:0061061,4,0,2,0,0,4,0,0,0
GO:0007517,0,0,0,0,0,3,0,0,0
GO:0051301,0,0,0,0,0,0,2,0,0
GO:0016818,1,0,0,0,0,1,0,0,0
GO:0016817,1,0,0,0,0,1,0,0,0
GO:0016462,1,0,0,0,0,1,0,0,0
GO:0017111,1,0,0,0,0,0,0,0,0
GO:0003924,1,0,0,0,0,0,0,0,0
GO:0051640,8,1,0,0,0,0,3,0,1
GO:0098852,3,0,0,0,0,1,0,0,2
GO:0005774,4,1,0,0,0,1,1,0,2
GO:0005765,3,0,0,0,0,0,0,0,2
GO:0016836,2,0,0,0,0,0,1,0,0
GO:0016835,2,0,0,0,0,0,1,0,0
GO:0016829,1,0,0,0,0,0,1,1,0
GO:0001505,5,0,0,0,0,1,1,0,2
GO:0023061,4,0,1,0,0,1,0,0,0
GO:0099643,4,0,0,0,0,1,0,0,0
GO:0007269,4,0,0,0,0,1,0,0,0
GO:0006836,4,0,1,0,0,1,0,0,0
GO:0040007,2,1,1,0,0,0,1,0,0
GO:0060560,1,0,1,0,0,0,0,0,0
GO:0048589,1,0,1,0,0,0,0,0,0
GO:1990138,1,0,0,0,0,0,0,0,0
GO:0048675,1,0,0,0,0,0,0,0,0
GO:0048588,1,0,0,0,0,0,0,0,0
GO:0016049,1,0,0,0,0,0,0,0,0
GO:0022029,2,0,0,0,0,0,1,0,0
GO:0021885,2,0,0,0,0,0,1,0,0
GO:0021761,1,0,0,0,0,0,1,0,0
GO:1902850,1,1,0,0,0,0,1,0,0
GO:0098813,3,0,0,0,0,0,1,0,1
GO:0051258,0,1,0,0,0,0,1,0,0
GO:0000819,2,0,0,0,0,0,0,0,1
GO:0000070,2,0,0,0,0,0,0,0,1
GO:0050136,2,1,0,0,0,0,0,0,1
GO:0016655,2,1,0,0,0,0,0,0,1
GO:0016651,2,1,0,0,0,0,0,0,1
GO:0015453,2,1,0,0,0,0,0,0,1
GO:0015399,3,1,0,0,0,0,0,0,1
GO:0009055,2,1,0,0,0,0,0,0,1
GO:0008137,2,1,0,0,0,0,0,0,1
GO:0003955,2,1,0,0,0,0,0,0,1
GO:0003954,2,1,0,0,0,0,0,0,1
GO:0045333,1,0,0,0,0,0,0,0,0
GO:0009060,1,0,0,0,0,0,0,0,0
GO:0006119,1,0,0,0,0,0,0,0,0
GO:0042775,1,0,0,0,0,0,0,0,0
GO:0042773,1,0,0,0,0,0,0,0,0
GO:0022904,1,0,0,0,0,0,0,0,0
GO:0022900,1,0,0,0,0,0,0,0,0
GO:0033108,2,0,1,0,0,0,1,0,0
GO:0032981,2,0,1,0,0,0,1,0,0
GO:0010257,2,0,1,0,0,0,1,0,0
GO:0045271,1,0,0,0,0,0,0,0,0
GO:0030964,1,0,0,0,0,0,0,0,0
GO:0016567,4,0,0,0,0,1,3,0,0
GO:0071345,3,1,0,0,0,2,3,1,0
GO:0070534,1,0,0,0,0,0,1,0,0
GO:0034097,5,1,0,0,0,5,3,1,0
GO:0019221,2,0,0,0,0,2,1,1,0
GO:0006954,5,0,2,1,0,0,1,0,0
GO:0000209,3,0,0,0,0,0,4,0,0
GO:0098562,1,0,0,0,0,0,0,0,0
GO:0098552,3,0,0,0,0,1,2,0,0
GO:0009898,1,0,0,0,0,0,0,0,0
GO:0031669,1,0,0,0,0,2,0,1,0
GO:0031668,1,0,0,0,0,2,0,1,0
GO:0031667,1,0,0,0,0,2,0,1,0
GO:0009991,1,0,0,0,0,2,0,1,0
GO:1902911,3,1,0,0,0,1,2,0,1
GO:0031588,1,1,0,0,0,0,1,0,0
GO:0044272,1,0,0,0,0,0,0,0,1
GO:0009107,1,0,0,0,0,0,0,0,0
GO:0009106,1,0,0,0,0,0,0,0,0
GO:0044839,0,0,0,0,0,0,0,1,0
GO:0000086,0,0,0,0,0,0,0,1,0
GO:1903530,5,1,0,0,0,0,3,1,0
GO:0051046,5,1,0,0,0,0,3,1,0
GO:0090276,1,1,0,0,0,0,1,1,0
GO:0090087,2,1,0,0,0,0,1,1,0
GO:0050796,1,1,0,0,0,0,1,1,0
GO:0050708,2,1,0,0,0,0,2,1,0
GO:0046883,2,1,0,0,0,0,1,1,0
GO:0010817,2,1,1,0,0,2,3,1,0
GO:0007584,1,0,0,0,0,0,0,1,0
GO:0002791,2,1,0,0,0,0,1,1,0
GO:0004816,1,0,0,0,0,0,1,0,0
GO:0006421,1,0,0,0,0,0,1,0,0
GO:0016310,0,0,0,0,0,2,0,0,0
GO:0006468,0,0,0,0,0,1,0,0,0
GO:0006026,1,0,0,0,0,0,1,0,0
GO:0006027,1,0,0,0,0,0,1,0,0
GO:0030214,1,0,0,0,0,0,1,0,0
GO:0062023,3,0,1,0,0,1,2,1,0
GO:0009119,0,0,0,0,0,0,0,0,1
GO:0046128,0,0,0,0,0,0,0,0,1
GO:0042278,0,0,0,0,0,0,0,0,1
GO:0001221,1,0,1,0,0,0,0,0,0
GO:0001558,6,1,0,0,0,1,4,0,1
GO:0050920,1,1,0,0,0,0,2,0,0
GO:0090026,0,1,0,0,0,0,1,0,0
GO:0090025,0,1,0,0,0,0,1,0,0
GO:0071677,3,1,0,0,0,0,1,0,0
GO:0071675,3,1,0,0,0,0,1,0,0
GO:0050921,1,1,0,0,0,0,2,0,0
GO:0045185,0,0,0,0,0,0,1,0,0
GO:0043270,2,1,0,0,0,1,2,1,0
GO:0035966,1,1,0,0,0,0,1,0,0
GO:0006986,1,1,0,0,0,0,1,0,0
GO:0002690,0,1,0,0,0,0,1,0,0
GO:0002688,0,1,0,0,0,0,1,0,0
GO:0002687,3,1,0,0,0,0,1,0,1
GO:0002685,3,1,0,0,0,0,1,0,1
GO:0044297,1,0,0,0,0,0,0,0,0
GO:0043025,1,0,0,0,0,0,0,0,0
GO:0006275,1,0,0,0,0,0,1,0,0
GO:0000228,2,0,1,0,0,0,2,0,1
GO:0005664,0,0,0,0,0,0,1,0,0
GO:0000808,0,0,0,0,0,0,1,0,0
GO:0070663,1,1,0,1,0,1,3,0,0
GO:0050670,1,1,0,0,0,1,3,0,0
GO:0032944,1,1,0,1,0,1,3,0,0
GO:2000377,3,0,1,1,0,0,2,0,2
GO:0045639,0,1,1,0,0,1,1,1,0
GO:0045637,0,1,1,0,0,1,1,1,0
GO:0002763,0,1,1,0,0,0,1,0,0
GO:0002761,0,1,1,0,0,0,1,0,0
GO:0002703,2,2,2,0,0,0,2,0,0
GO:0002697,2,3,3,0,0,0,2,0,0
GO:0001910,1,0,1,0,0,0,1,0,0
GO:0071634,0,0,1,0,0,0,0,0,0
GO:2001206,0,0,1,0,0,0,0,0,0
GO:2001204,0,0,1,0,0,0,0,0,0
GO:2000379,2,0,1,1,0,0,2,0,2
GO:1904151,0,0,1,0,0,0,0,0,0
GO:1904149,0,0,1,0,0,0,0,0,0
GO:1903557,1,1,1,0,0,0,1,0,0
GO:1903555,2,1,1,0,0,0,1,1,0
GO:1902685,0,0,1,0,0,0,0,0,0
